index,return
2019-12-31 00:00:00+00:00,0.0
2020-01-02 00:00:00+00:00,0.005584114733400147
2020-01-03 00:00:00+00:00,-0.015066326774679228
2020-01-06 00:00:00+00:00,-0.008034673455718733
2020-01-07 00:00:00+00:00,0.017418392670804916
2020-01-08 00:00:00+00:00,0.006550666324787402
2020-01-09 00:00:00+00:00,0.0012409375408799495
2020-01-10 00:00:00+00:00,-0.0072105914616130695
2020-01-13 00:00:00+00:00,0.010518227977273531
2020-01-14 00:00:00+00:00,0.005025755725716952
2020-01-15 00:00:00+00:00,-0.004670782104860716
2020-01-16 00:00:00+00:00,0.018992752147811043
2020-01-17 00:00:00+00:00,-0.00041254680633073804
2020-01-21 00:00:00+00:00,0.001852006967404396
2020-01-22 00:00:00+00:00,0.006753847638283128
2020-01-23 00:00:00+00:00,0.0042043590463016756
2020-01-24 00:00:00+00:00,-0.01689738422248066
2020-01-27 00:00:00+00:00,-0.0376857946572412
2020-01-28 00:00:00+00:00,0.021497059027516086
2020-01-29 00:00:00+00:00,0.009446075229033069
2020-01-30 00:00:00+00:00,0.09386692625162962
2020-01-31 00:00:00+00:00,-0.00014433676711800292
2020-02-03 00:00:00+00:00,0.03635098818198035
2020-02-04 00:00:00+00:00,0.03369524458174733
2020-02-05 00:00:00+00:00,-0.03009539587020127
2020-02-06 00:00:00+00:00,0.007591995701933696
2020-02-07 00:00:00+00:00,-0.0012796844471922864
2020-02-10 00:00:00+00:00,0.01277542538718146
2020-02-11 00:00:00+00:00,-0.0056095659106333295
2020-02-12 00:00:00+00:00,0.005851268964980116
2020-02-13 00:00:00+00:00,0.004483848130206969
2020-02-14 00:00:00+00:00,0.007726146424385183
2020-02-18 00:00:00+00:00,0.008520779925267119
2020-02-19 00:00:00+00:00,0.010231192155354174
2020-02-20 00:00:00+00:00,-0.010463575200345687
2020-02-21 00:00:00+00:00,-0.018505022804482962
2020-02-24 00:00:00+00:00,-0.03689222723897134
2020-02-25 00:00:00+00:00,-0.01774000307594581
2020-02-26 00:00:00+00:00,-0.007981178520173104
2020-02-27 00:00:00+00:00,-0.05162358450380067
2020-02-28 00:00:00+00:00,0.012291714330093129
2020-03-02 00:00:00+00:00,0.09387861434298328
2020-03-03 00:00:00+00:00,0.040799829575996815
2020-03-04 00:00:00+00:00,0.014450980605107855
2020-03-05 00:00:00+00:00,-0.03550581455209423
2020-03-06 00:00:00+00:00,-0.027453909030940915
2020-03-09 00:00:00+00:00,-0.0882204810450733
2020-03-10 00:00:00+00:00,0.028455135368675943
2020-03-11 00:00:00+00:00,-0.016000294079873356
2020-03-12 00:00:00+00:00,-0.10436018070932218
2020-03-13 00:00:00+00:00,-0.023107210201781747
2020-03-16 00:00:00+00:00,-0.1669753548372841
2020-03-17 00:00:00+00:00,-0.010870481595091075
2020-03-18 00:00:00+00:00,0.03724202788156972
2020-03-19 00:00:00+00:00,-0.0013083266965790985
2020-03-20 00:00:00+00:00,-0.0744197236717401
2020-03-23 00:00:00+00:00,0.0021763821292948293
2020-03-24 00:00:00+00:00,0.03788904224680256
2020-03-25 00:00:00+00:00,-0.0036280210592308793
2020-03-26 00:00:00+00:00,-0.017599502516398968
2020-03-27 00:00:00+00:00,-0.023399840237025904
2020-03-30 00:00:00+00:00,-0.021381157615249835
2020-03-31 00:00:00+00:00,-0.0024693048390228567
2020-04-01 00:00:00+00:00,-0.039408404225313554
2020-04-02 00:00:00+00:00,-0.0018080066313915788
2020-04-03 00:00:00+00:00,-0.033146509044734374
2020-04-06 00:00:00+00:00,0.07337172658443003
2020-04-07 00:00:00+00:00,-0.025163676744045516
2020-04-08 00:00:00+00:00,0.04009152389850046
2020-04-09 00:00:00+00:00,0.013194586286868981
2020-04-13 00:00:00+00:00,0.08944451531821063
2020-04-14 00:00:00+00:00,0.08428881311630798
2020-04-15 00:00:00+00:00,0.03159307731169858
2020-04-16 00:00:00+00:00,-0.0020519155104129494
2020-04-17 00:00:00+00:00,0.01605546046268258
2020-04-20 00:00:00+00:00,0.0008183323840134094
2020-04-21 00:00:00+00:00,-0.055190490846624196
2020-04-22 00:00:00+00:00,0.039790195248447846
2020-04-23 00:00:00+00:00,-0.022876768694857552
2020-04-24 00:00:00+00:00,0.017599022930622432
2020-04-27 00:00:00+00:00,0.04846566760543136
2020-04-28 00:00:00+00:00,-0.028302381424500145
2020-04-29 00:00:00+00:00,0.016979975871274977
2020-04-30 00:00:00+00:00,-0.00036844217127662837
2020-05-01 00:00:00+00:00,-0.038108521589291566
2020-05-04 00:00:00+00:00,0.04293730741894475
2020-05-05 00:00:00+00:00,0.008599341921293524
2020-05-06 00:00:00+00:00,0.0054106127135393756
2020-05-07 00:00:00+00:00,0.004184635388421398
2020-05-08 00:00:00+00:00,0.014441708765316363
2020-05-11 00:00:00+00:00,0.010372188167185215
2020-05-12 00:00:00+00:00,-0.024562246712510505
2020-05-13 00:00:00+00:00,-0.003925754616366572
2020-05-14 00:00:00+00:00,0.005916762277257348
2020-05-15 00:00:00+00:00,0.01731904565616249
2020-05-18 00:00:00+00:00,-0.001816429696499089
2020-05-19 00:00:00+00:00,-0.00480992450580664
2020-05-20 00:00:00+00:00,0.009635429124315475
2020-05-21 00:00:00+00:00,-0.006362681084299826
2020-05-22 00:00:00+00:00,-0.0038962187271154303
2020-05-26 00:00:00+00:00,-0.017014966492422068
2020-05-27 00:00:00+00:00,0.0028738621935475717
2020-05-28 00:00:00+00:00,0.0013296334833867718
2020-05-29 00:00:00+00:00,0.025948064807690185
2020-06-01 00:00:00+00:00,0.014646423418283483
2020-06-02 00:00:00+00:00,-0.0003247340192510384
2020-06-03 00:00:00+00:00,-0.008789708677465757
2020-06-04 00:00:00+00:00,-0.015032150892907659
2020-06-05 00:00:00+00:00,0.0060493765362048535
2020-06-08 00:00:00+00:00,0.022470791643128374
2020-06-09 00:00:00+00:00,0.006741349837954269
2020-06-10 00:00:00+00:00,0.02902113116713867
2020-06-11 00:00:00+00:00,-0.03889574051191935
2020-06-12 00:00:00+00:00,-0.012787858204815317
2020-06-15 00:00:00+00:00,0.021936326682701957
2020-06-16 00:00:00+00:00,0.0035504742847103365
2020-06-17 00:00:00+00:00,0.010488268743299223
2020-06-18 00:00:00+00:00,0.002428066320791622
2020-06-19 00:00:00+00:00,0.004574005281955396
2020-06-22 00:00:00+00:00,0.007448570702941026
2020-06-23 00:00:00+00:00,0.0010046047766745225
2020-06-24 00:00:00+00:00,-0.01861871975150642
2020-06-25 00:00:00+00:00,0.014600805725635047
2020-06-26 00:00:00+00:00,-0.018811202263869342
